Index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,Yield /%
251,-0.2705477028106879,-1.0085123303154728,0.9880440264248759,0.7796990569833009,-0.6442733782937404,0.6922711338102076,0.954326293587486,0.34787287796729055,1.0938724969417326,-0.2945346216958002,-0.5567002144268902,0.3571251685043726,1.532454795076776,-0.7951079808093346,0.030200239107921637,1.4142289608633576,-0.9725444950324192,0.026431097602732764,1.2092717809764664,-0.6376030097744332,1.4776005856078271,-0.8641349311916503,0.010142904847065594,-1.1663651218267126,-2.3248070662665645,-1.5731049222572513,-0.061568655600216515,-1.8444503573490012,0.08328544552054941,-1.3632443071279043,9
72,-0.8047160547163961,0.3191581561821176,-0.4678536856942406,-1.1081681516952493,0.9410772724517993,-0.4684443701186561,0.4948040350751585,2.5000655503974483,-0.9992125754840866,1.4092276057276703,0.13051699986493834,0.02784432308114412,0.4492355710101972,1.3473344430651046,-0.604716942158546,1.0496021003939107,-0.2591177136774454,-1.301000408375846,0.6307980739119933,0.5060036310869741,-0.5333159395519503,1.3802628203566052,2.257978642692396,0.7201557828129905,-0.0017092872724948816,-0.8770300634659546,-0.40036766623551995,-1.0844850336740406,3.9960041178208057,-0.09631021635459323,27
204,-1.0019475458292317,-0.6683670058756294,0.3082920433579413,1.1766665542087433,0.4961589721140042,0.12717168437755158,1.2818131191413973,-0.07384774828310452,-0.08794523566312902,0.0069766456253445176,1.8101975622179574,0.4627655742256887,3.3226085350480714,-1.2379400885781457,0.21456484412728732,-0.3994356572353961,-0.44182813596387877,0.7185036861123439,0.7303383141443055,-1.1916755207174037,0.014196420801205457,1.5138852713365798,1.248607980317829,-0.18493867523741403,-0.7372794601608611,-0.36290060115667155,-1.5937046026117077,0.3325676956040528,0.6772605425548847,-1.6123546099377688,3
150,-0.41330204388360137,-0.18952804055755448,-0.7152754463993864,-0.2727531412272063,-1.7594994766645662,-0.4045351582658253,0.49436223802725593,0.6803424080018238,0.11441578636668624,0.784200023339959,-1.0856958653187196,0.013737645932756155,0.1251298450830752,0.25074853660887697,-1.8926843965208209,-1.7091483652712147,0.06910650368027672,0.60771250815552,0.4137932990938244,0.629522404409934,1.2880934504161927,-0.1595036740209867,1.1232764376639832,-0.41938687482624837,-1.2686221754629015,0.06779680970711476,-0.15776173135245222,0.7125363128171113,-0.9290740617597826,1.847686282187729,92
231,-1.0969949767515286,-0.7564279475165185,0.5484569032349289,-0.21161536569963552,-0.9751010130737596,0.6817663452714602,-0.6485746060655622,-0.686853141448575,0.15814257586542124,0.7557219557718815,0.4014451709617107,-0.0006239553652058408,-0.1769355776960658,1.1185519094883678,-1.9259421096996319,-0.852391605602465,-0.40334671321653914,1.209191142137663,-0.8737558339625835,0.4707068155981308,0.9640392254235248,-1.8924092582662841,-0.049761083905691804,0.3458821078332505,-1.2704566780714546,0.6815873067455186,-2.610002652319083,0.08638880281754109,1.2944672269655038,-0.033402126446729866,45
149,0.1286069266196735,-1.6160548843697922,0.04968115421702691,0.16454208152078523,-0.09745455264076375,-0.7470277383879445,-0.3994995482788838,0.2908034082361693,0.49772969940594136,0.2834133073951968,0.5423872265288583,-0.9897706564672624,0.4717579481303361,-0.7172441464242023,-1.9585418196519666,-0.7110741888395725,0.9253899581289177,0.5814554141766035,-1.5650166506143928,0.3444218500926643,-0.9081813061750651,0.43329616066609367,0.5072120853143485,-0.5892588448970074,0.3406895005697672,-0.12802022712344854,-0.7364997282408269,-0.7773571085658617,0.942801801316668,1.2153669119408548,56
199,-0.0022641183642656765,1.4609935056714614,-0.9929330043226468,0.8626555422863855,-0.1071896384700343,-0.816653122868379,0.7827323133437102,1.8135459465324282,0.29039548549126476,0.2658546210409005,-1.4491841118304885,0.8122797624717364,-0.4587559972048128,-1.159746713451156,-0.17037189181110302,0.4169234572068708,0.03460823231301544,-2.0692960174384676,-0.6989005289335338,0.0653434834341585,0.2713997240874086,0.6145576972782292,-0.7713956997126571,0.6058864752385414,0.5303622253154165,-1.516192741147646,-0.18565729881236534,-0.8146617022429239,1.8713807337094863,0.8493903932980785,41
296,-0.22067499381901046,-0.3296696089356729,2.507476256863948,-1.5564521768939692,0.6383511720234084,-0.43069484342961023,-0.7889228722043601,0.538841459803105,0.22399523987777847,0.6537094889932826,-1.1917152962517825,-1.1800835521536608,0.8619433347677397,0.06612653582277439,-0.06473986105387554,0.10981924276744405,0.7543805624477876,-0.10928483388420136,0.9148610029942246,0.5069534128331182,-0.7424336821853297,1.5203782799521421,0.32595258802024674,1.5927239321164222,0.03448523487837008,1.4889469106905122,0.08573101781004921,0.5599409742529498,-1.2676993766991396,0.28358397491178605,25
26,-0.29040694881166024,0.45787647586266655,-1.0811427000404537,-0.6546907540509548,0.41836760602992945,0.39129889490776093,0.8716910953358648,-0.6741651920098499,-0.09475466046041875,-0.3707673156804114,-0.34537922649694597,-1.422920111206704,-0.15641095828914903,-1.042011997742677,0.48324543798166225,-1.106723375919229,-0.27547848056298685,0.6812867950492997,1.2083138177989274,0.9148949924112145,-0.2694465670095305,-0.5158443916295244,1.342001605491544,-0.05607882317629443,-0.0742514244648783,-1.5767017487805077,0.6557258423399361,-0.768257932332478,-0.34612368496381474,-0.2979126814006944,96
237,-0.4484956116723358,0.009099282673276615,0.014752966049623244,1.0945259712915232,0.9361730572904263,2.346473299296328,0.49672577404275203,0.39673547480851196,-0.06247301561187487,-0.7037581915186563,-0.09033190764504431,-1.3191709369229645,-0.07605820988326256,1.6420399527301022,-0.8152740553031932,1.9459851994001869,-0.20615703531167076,-0.3961217693636397,-0.018169497585351118,-0.5511504771936436,0.3202271422697374,0.552162323428913,-1.7752069360795315,0.7276442763783794,1.8736825521194698,-0.9090346356267203,-0.6063670593190376,1.238749585086105,-0.1252611327066774,-0.4470210479164505,48
12,-1.010743373405849,-0.0071141529498310015,1.4275517287433368,-0.5573326834567821,1.0521194941716936,-1.4017548118031842,-0.5861686034757749,-1.5628846002170085,-0.44932328763379364,-0.3047994655320429,0.3106543746031737,-0.05124009823824185,-0.9811852472484521,2.1686375551956383,0.581641931143198,-0.21667408089421286,-0.3932335286509137,1.183146869262548,0.2135549560404303,-0.5479219492013621,-1.4427580907448414,-0.9001969253591521,0.15940589576305664,1.831621096916938,-0.7079940546093985,-1.2942084391004627,-0.7040089078300806,-1.1502450814754823,0.47460224459394645,-0.5266935769390316,95
